"","unitid","instnm","semester","quarter","year","yearofsem","after"
"1","100654","ALABAMA A&M UNIVERSITY","1","0",1991,NA,NA
"2","100654","ALABAMA A&M UNIVERSITY","1","0",1992,NA,NA
"3","100654","ALABAMA A & M UNIVERSITY","1","0",1993,NA,NA
"4","100654","ALABAMA A & M UNIVERSITY","1","0",1995,NA,NA
"5","100654","ALABAMA A & M UNIVERSITY","1","0",1996,NA,NA
"6","100654","ALABAMA A & M UNIVERSITY","1","0",1997,NA,NA
"7","100654","ALABAMA A & M UNIVERSITY","1","0",1998,NA,NA
"8","100654","ALABAMA A & M UNIVERSITY","1","0",1999,NA,NA
"9","100654","ALABAMA A & M UNIVERSITY","1","0",2000,NA,NA
"10","100654","ALABAMA A & M UNIVERSITY","1","0",2001,NA,NA
"11","100654","ALABAMA A & M UNIVERSITY","1","0",2002,NA,NA
"12","100654","ALABAMA A & M UNIVERSITY","1","0",2003,NA,NA
"13","100654","ALABAMA A & M UNIVERSITY","1","0",2004,NA,NA
"14","100654","Alabama A & M University","1","0",2005,NA,NA
"15","100654","Alabama A & M University","1","0",2006,NA,NA
"16","100654","Alabama A & M University","1","0",2007,NA,NA
"17","100654","Alabama A & M University","1","0",2008,NA,NA
"18","100654","Alabama A & M University","1","0",2009,NA,NA
"19","100654","Alabama A & M University","1","0",2010,NA,NA
"20","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","0","1",1991,2001,0
"21","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","0","1",1992,2001,0
"22","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","0","1",1993,2001,0
"23","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","0","1",1995,2001,0
"24","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","0","1",1996,2001,0
"25","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","0","1",1997,2001,0
"26","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","0","1",1998,2001,0
"27","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","0","1",1999,2001,0
"28","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","0","1",2000,2001,0
"29","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","1","0",2001,2001,1
"30","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","1","0",2002,2001,1
"31","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","1","0",2003,2001,1
"32","100663","UNIVERSITY OF ALABAMA AT BIRMINGHAM","1","0",2004,2001,1
"33","100663","University of Alabama at Birmingham","1","0",2005,2001,1
"34","100663","University of Alabama at Birmingham","1","0",2006,2001,1
"35","100663","University of Alabama at Birmingham","1","0",2007,2001,1
"36","100663","University of Alabama at Birmingham","1","0",2008,2001,1
"37","100663","University of Alabama at Birmingham","1","0",2009,2001,1
"38","100663","University of Alabama at Birmingham","1","0",2010,2001,1
"39","100751","THE UNIVERSITY OF ALABAMA","1","0",1991,NA,NA
"40","100751","THE UNIVERSITY OF ALABAMA","1","0",1992,NA,NA
"41","100751","THE UNIVERSITY OF ALABAMA","1","0",1993,NA,NA
"42","100751","THE UNIVERSITY OF ALABAMA","1","0",1995,NA,NA
"43","100751","THE UNIVERSITY OF ALABAMA","1","0",1996,NA,NA
"44","100751","THE UNIVERSITY OF ALABAMA","1","0",1997,NA,NA
"45","100751","UNIVERSITY OF ALABAMA","1","0",1998,NA,NA
"46","100751","UNIVERSITY OF ALABAMA","1","0",1999,NA,NA
"47","100751","UNIVERSITY OF ALABAMA","1","0",2000,NA,NA
"48","100751","UNIVERSITY OF ALABAMA","1","0",2001,NA,NA
"49","100751","UNIVERSITY OF ALABAMA","1","0",2002,NA,NA
"50","100751","UNIVERSITY OF ALABAMA","1","0",2003,NA,NA
"51","100751","THE UNIVERSITY OF ALABAMA","1","0",2004,NA,NA
"52","100751","The University of Alabama","1","0",2005,NA,NA
"53","100751","The University of Alabama","1","0",2006,NA,NA
"54","100751","The University of Alabama","1","0",2007,NA,NA
"55","100751","The University of Alabama","1","0",2008,NA,NA
"56","100751","The University of Alabama","1","0",2009,NA,NA
"57","100751","The University of Alabama","1","0",2010,NA,NA
"58","100858","AUBURN UNIVERSITY MAIN CAMPUS","0","1",1991,2000,0
"59","100858","AUBURN UNIVERSITY MAIN CAMPUS","0","1",1992,2000,0
"60","100858","AUBURN UNIVERSITY MAIN CAMPUS","0","1",1993,2000,0
"61","100858","AUBURN UNIVERSITY MAIN CAMPUS","0","1",1995,2000,0
"62","100858","AUBURN UNIVERSITY MAIN CAMPUS","0","1",1996,2000,0
"63","100858","AUBURN UNIVERSITY MAIN CAMPUS","0","1",1997,2000,0
"64","100858","AUBURN UNIVERSITY MAIN CAMPUS","0","1",1998,2000,0
"65","100858","AUBURN UNIVERSITY MAIN CAMPUS","0","1",1999,2000,0
"66","100858","AUBURN UNIVERSITY MAIN CAMPUS","1","0",2000,2000,1
"67","100858","AUBURN UNIVERSITY MAIN CAMPUS","1","0",2001,2000,1
"68","100858","AUBURN UNIVERSITY MAIN CAMPUS","1","0",2002,2000,1
"69","100858","AUBURN UNIVERSITY MAIN CAMPUS","1","0",2003,2000,1
"70","100858","AUBURN UNIVERSITY MAIN CAMPUS","1","0",2004,2000,1
"71","100858","Auburn University Main Campus","1","0",2005,2000,1
"72","100858","Auburn University Main Campus","1","0",2006,2000,1
"73","100858","Auburn University Main Campus","1","0",2007,2000,1
"74","100858","Auburn University Main Campus","1","0",2008,2000,1
"75","100858","Auburn University Main Campus","1","0",2009,2000,1
"76","100858","Auburn University","1","0",2010,2000,1
"77","101435","HUNTINGDON COLLEGE","1","0",1991,NA,NA
"78","101435","HUNTINGDON COLLEGE","1","0",1992,NA,NA
"79","101435","HUNTINGDON COLLEGE","1","0",1993,NA,NA
"80","101435","HUNTINGDON COLLEGE","1","0",1995,NA,NA
"81","101435","HUNTINGDON COLLEGE","1","0",1996,NA,NA
"82","101435","HUNTINGDON COLLEGE","1","0",1997,NA,NA
"83","101435","HUNTINGDON COLLEGE","1","0",1998,NA,NA
"84","101435","HUNTINGDON COLLEGE","1","0",1999,NA,NA
"85","101435","HUNTINGDON COLLEGE","1","0",2000,NA,NA
"86","101435","HUNTINGDON COLLEGE","1","0",2001,NA,NA
"87","101435","HUNTINGDON COLLEGE","1","0",2002,NA,NA
"88","101435","HUNTINGDON COLLEGE","1","0",2003,NA,NA
"89","101435","HUNTINGDON COLLEGE","1","0",2004,NA,NA
"90","101435","Huntingdon College","1","0",2005,NA,NA
"91","101435","Huntingdon College","1","0",2006,NA,NA
"92","101435","Huntingdon College","1","0",2007,NA,NA
"93","101435","Huntingdon College","1","0",2008,NA,NA
"94","101435","Huntingdon College","1","0",2009,NA,NA
"95","101435","Huntingdon College","1","0",2010,NA,NA
"96","101480","JACKSONVILLE STATE UNIVERSITY","1","0",1991,NA,NA
"97","101480","JACKSONVILLE STATE UNIVERSITY","1","0",1992,NA,NA
"98","101480","JACKSONVILLE STATE UNIVERSITY","1","0",1993,NA,NA
"99","101480","JACKSONVILLE STATE UNIVERSITY","1","0",1995,NA,NA
"100","101480","JACKSONVILLE STATE UNIVERSITY","1","0",1996,NA,NA
"101","101480","JACKSONVILLE STATE UNIVERSITY","1","0",1997,NA,NA
"102","101480","JACKSONVILLE STATE UNIVERSITY","1","0",1998,NA,NA
"103","101480","JACKSONVILLE STATE UNIVERSITY","1","0",1999,NA,NA
"104","101480","JACKSONVILLE STATE UNIVERSITY","1","0",2000,NA,NA
"105","101480","JACKSONVILLE STATE UNIVERSITY","1","0",2001,NA,NA
"106","101480","JACKSONVILLE STATE UNIVERSITY","1","0",2002,NA,NA
"107","101480","JACKSONVILLE STATE UNIVERSITY","1","0",2003,NA,NA
"108","101480","JACKSONVILLE STATE UNIVERSITY","1","0",2004,NA,NA
"109","101480","Jacksonville State University","1","0",2005,NA,NA
"110","101480","Jacksonville State University","1","0",2006,NA,NA
"111","101480","Jacksonville State University","1","0",2007,NA,NA
"112","101480","Jacksonville State University","1","0",2008,NA,NA
"113","101480","Jacksonville State University","1","0",2009,NA,NA
"114","101480","Jacksonville State University","1","0",2010,NA,NA
"115","101675","MILES COLLEGE","1","0",1991,NA,NA
"116","101675","MILES COLLEGE","1","0",1992,NA,NA
"117","101675","MILES COLLEGE","1","0",1993,NA,NA
"118","101675","MILES COLLEGE","1","0",1995,NA,NA
"119","101675","MILES COLLEGE","1","0",1996,NA,NA
"120","101675","MILES COLLEGE","1","0",1997,NA,NA
"121","101675","MILES COLLEGE","1","0",1998,NA,NA
"122","101675","MILES COLLEGE","1","0",1999,NA,NA
"123","101675","MILES COLLEGE","1","0",2000,NA,NA
"124","101675","MILES COLLEGE","1","0",2001,NA,NA
"125","101675","MILES COLLEGE","1","0",2002,NA,NA
"126","101675","MILES COLLEGE","1","0",2003,NA,NA
"127","101675","MILES COLLEGE","1","0",2004,NA,NA
"128","101675","Miles College","1","0",2005,NA,NA
"129","101675","Miles College","1","0",2006,NA,NA
"130","101675","Miles College","1","0",2007,NA,NA
"131","101675","Miles College","1","0",2008,NA,NA
"132","101675","Miles College","1","0",2009,NA,NA
"133","101675","Miles College","1","0",2010,NA,NA
"134","101879","UNIVERSITY OF NORTH ALABAMA","1","0",1991,NA,NA
"135","101879","UNIVERSITY OF NORTH ALABAMA","1","0",1992,NA,NA
"136","101879","UNIVERSITY OF NORTH ALABAMA","1","0",1993,NA,NA
"137","101879","UNIVERSITY OF NORTH ALABAMA","1","0",1995,NA,NA
"138","101879","UNIVERSITY OF NORTH ALABAMA","1","0",1996,NA,NA
"139","101879","UNIVERSITY OF NORTH ALABAMA","1","0",1997,NA,NA
"140","101879","UNIVERSITY OF NORTH ALABAMA","1","0",1998,NA,NA
"141","101879","UNIVERSITY OF NORTH ALABAMA","1","0",1999,NA,NA
"142","101879","UNIVERSITY OF NORTH ALABAMA","1","0",2000,NA,NA
"143","101879","UNIVERSITY OF NORTH ALABAMA","1","0",2001,NA,NA
"144","101879","UNIVERSITY OF NORTH ALABAMA","1","0",2002,NA,NA
"145","101879","UNIVERSITY OF NORTH ALABAMA","1","0",2003,NA,NA
"146","101879","UNIVERSITY OF NORTH ALABAMA","1","0",2004,NA,NA
"147","101879","University of North Alabama","1","0",2005,NA,NA
"148","101879","University of North Alabama","1","0",2006,NA,NA
"149","101879","University of North Alabama","1","0",2007,NA,NA
"150","101879","University of North Alabama","1","0",2008,NA,NA
"151","101879","University of North Alabama","1","0",2009,NA,NA
"152","101879","University of North Alabama","1","0",2010,NA,NA
"153","102049","SAMFORD UNIVERSITY","1","0",1991,NA,NA
"154","102049","SAMFORD UNIVERSITY","1","0",1992,NA,NA
"155","102049","SAMFORD UNIVERSITY","1","0",1993,NA,NA
"156","102049","SAMFORD UNIVERSITY","1","0",1995,NA,NA
"157","102049","SAMFORD UNIVERSITY","1","0",1996,NA,NA
"158","102049","SAMFORD UNIVERSITY","1","0",1997,NA,NA
"159","102049","SAMFORD UNIVERSITY","1","0",1998,NA,NA
"160","102049","SAMFORD UNIVERSITY","1","0",1999,NA,NA
"161","102049","SAMFORD UNIVERSITY","1","0",2000,NA,NA
"162","102049","SAMFORD UNIVERSITY","1","0",2001,NA,NA
"163","102049","SAMFORD UNIVERSITY","1","0",2002,NA,NA
"164","102049","SAMFORD UNIVERSITY","1","0",2003,NA,NA
"165","102049","SAMFORD UNIVERSITY","1","0",2004,NA,NA
"166","102049","Samford University","1","0",2005,NA,NA
"167","102049","Samford University","1","0",2006,NA,NA
"168","102049","Samford University","1","0",2007,NA,NA
"169","102049","Samford University","1","0",2008,NA,NA
"170","102049","Samford University","1","0",2009,NA,NA
"171","102049","Samford University","1","0",2010,NA,NA
"172","102094","UNIVERSITY OF SOUTH ALABAMA","0","1",1991,1998,0
"173","102094","UNIVERSITY OF SOUTH ALABAMA","0","1",1992,1998,0
"174","102094","UNIVERSITY OF SOUTH ALABAMA","0","1",1993,1998,0
"175","102094","UNIVERSITY OF SOUTH ALABAMA","0","1",1995,1998,0
"176","102094","UNIVERSITY OF SOUTH ALABAMA","0","1",1996,1998,0
"177","102094","UNIVERSITY OF SOUTH ALABAMA","0","1",1997,1998,0
"178","102094","UNIVERSITY OF SOUTH ALABAMA","1","0",1998,1998,1
"179","102094","UNIVERSITY OF SOUTH ALABAMA","1","0",1999,1998,1
"180","102094","UNIVERSITY OF SOUTH ALABAMA","1","0",2000,1998,1
"181","102094","UNIVERSITY OF SOUTH ALABAMA","1","0",2001,1998,1
"182","102094","UNIVERSITY OF SOUTH ALABAMA","1","0",2002,1998,1
"183","102094","UNIVERSITY OF SOUTH ALABAMA","1","0",2003,1998,1
"184","102094","UNIVERSITY OF SOUTH ALABAMA","1","0",2004,1998,1
"185","102094","University of South Alabama","1","0",2005,1998,1
"186","102094","University of South Alabama","1","0",2006,1998,1
"187","102094","University of South Alabama","1","0",2007,1998,1
"188","102094","University of South Alabama","1","0",2008,1998,1
"189","102094","University of South Alabama","1","0",2009,1998,1
"190","102094","University of South Alabama","1","0",2010,1998,1
"191","102234","SPRING HILL COLLEGE","1","0",1991,NA,NA
"192","102234","SPRING HILL COLLEGE","1","0",1992,NA,NA
"193","102234","SPRING HILL COLLEGE","1","0",1993,NA,NA
"194","102234","SPRING HILL COLLEGE","1","0",1995,NA,NA
"195","102234","SPRING HILL COLLEGE","1","0",1996,NA,NA
"196","102234","SPRING HILL COLLEGE","1","0",1997,NA,NA
"197","102234","SPRING HILL COLLEGE","1","0",1998,NA,NA
"198","102234","SPRING HILL COLLEGE","1","0",1999,NA,NA
"199","102234","SPRING HILL COLLEGE","1","0",2000,NA,NA
"200","102234","SPRING HILL COLLEGE","1","0",2001,NA,NA
"201","102234","SPRING HILL COLLEGE","1","0",2002,NA,NA
"202","102234","SPRING HILL COLLEGE","1","0",2003,NA,NA
"203","102234","SPRING HILL COLLEGE","1","0",2004,NA,NA
"204","102234","Spring Hill College","1","0",2005,NA,NA
"205","102234","Spring Hill College","1","0",2006,NA,NA
"206","102234","Spring Hill College","1","0",2007,NA,NA
"207","102234","Spring Hill College","1","0",2008,NA,NA
"208","102234","Spring Hill College","1","0",2009,NA,NA
"209","102234","Spring Hill College","1","0",2010,NA,NA
"210","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","0","1",1991,1999,0
"211","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","0","1",1992,1999,0
"212","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","0","1",1993,1999,0
"213","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","0","1",1995,1999,0
"214","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","0","1",1996,1999,0
"215","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","0","1",1997,1999,0
"216","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","0","1",1998,1999,0
"217","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","1","0",1999,1999,1
"218","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","1","0",2000,1999,1
"219","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","1","0",2001,1999,1
"220","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","1","0",2002,1999,1
"221","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","1","0",2003,1999,1
"222","102368","TROY STATE UNIVERSITY-MAIN CAMPUS","1","0",2004,1999,1
"223","102368","Troy University","1","0",2005,1999,1
"224","102368","Troy University","1","0",2006,1999,1
"225","102368","Troy University","1","0",2007,1999,1
"226","102368","Troy University","1","0",2008,1999,1
"227","102368","Troy University","1","0",2009,1999,1
"228","102368","Troy University","1","0",2010,1999,1
"229","102377","TUSKEGEE UNIVERSITY","1","0",1991,NA,NA
"230","102377","TUSKEGEE UNIVERSITY","1","0",1992,NA,NA
"231","102377","TUSKEGEE UNIVERSITY","1","0",1993,NA,NA
"232","102377","TUSKEGEE UNIVERSITY","1","0",1995,NA,NA
"233","102377","TUSKEGEE UNIVERSITY","1","0",1996,NA,NA
"234","102377","TUSKEGEE UNIVERSITY","1","0",1997,NA,NA
"235","102377","TUSKEGEE UNIVERSITY","1","0",1998,NA,NA
"236","102377","TUSKEGEE UNIVERSITY","1","0",1999,NA,NA
"237","102377","TUSKEGEE UNIVERSITY","1","0",2000,NA,NA
"238","102377","TUSKEGEE UNIVERSITY","1","0",2001,NA,NA
"239","102377","TUSKEGEE UNIVERSITY","1","0",2002,NA,NA
"240","102377","TUSKEGEE UNIVERSITY","1","0",2003,NA,NA
"241","102377","TUSKEGEE UNIVERSITY","1","0",2004,NA,NA
"242","102377","Tuskegee University","1","0",2005,NA,NA
"243","102377","Tuskegee University","1","0",2006,NA,NA
"244","102377","Tuskegee University","1","0",2007,NA,NA
"245","102377","Tuskegee University","1","0",2008,NA,NA
"246","102377","Tuskegee University","1","0",2009,NA,NA
"247","102377","Tuskegee University","1","0",2010,NA,NA
"248","104151","ARIZONA STATE UNIVERSITY","1","0",1991,NA,NA
"249","104151","ARIZONA STATE UNIVERSITY","1","0",1992,NA,NA
"250","104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","1","0",1993,NA,NA
"251","104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","1","0",1995,NA,NA
"252","104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","1","0",1996,NA,NA
"253","104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","1","0",1997,NA,NA
"254","104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","1","0",1998,NA,NA
"255","104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","1","0",1999,NA,NA
"256","104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","1","0",2000,NA,NA
"257","104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","1","0",2001,NA,NA
"258","104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","1","0",2002,NA,NA
"259","104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","1","0",2003,NA,NA
"260","104151","ARIZONA STATE UNIVERSITY AT THE TEMPE CAMPUS","1","0",2004,NA,NA
"261","104151","Arizona State University at the Tempe Campus","1","0",2005,NA,NA
"262","104151","Arizona State University at the Tempe Campus","1","0",2006,NA,NA
"263","104151","Arizona State University at the Tempe Campus","1","0",2007,NA,NA
"264","104151","Arizona State University","1","0",2008,NA,NA
"265","104151","Arizona State University","1","0",2009,NA,NA
"266","104151","Arizona State University","1","0",2010,NA,NA
"267","104179","UNIVERSITY OF ARIZONA","1","0",1991,NA,NA
"268","104179","UNIVERSITY OF ARIZONA","1","0",1992,NA,NA
"269","104179","UNIVERSITY OF ARIZONA","1","0",1993,NA,NA
"270","104179","UNIVERSITY OF ARIZONA","1","0",1995,NA,NA
"271","104179","UNIVERSITY OF ARIZONA","1","0",1996,NA,NA
"272","104179","UNIVERSITY OF ARIZONA","1","0",1997,NA,NA
"273","104179","UNIVERSITY OF ARIZONA","1","0",1998,NA,NA
"274","104179","UNIVERSITY OF ARIZONA","1","0",1999,NA,NA
"275","104179","UNIVERSITY OF ARIZONA","1","0",2000,NA,NA
"276","104179","UNIVERSITY OF ARIZONA","1","0",2001,NA,NA
"277","104179","UNIVERSITY OF ARIZONA","1","0",2002,NA,NA
"278","104179","UNIVERSITY OF ARIZONA","1","0",2003,NA,NA
"279","104179","UNIVERSITY OF ARIZONA","1","0",2004,NA,NA
"280","104179","University of Arizona","1","0",2005,NA,NA
"281","104179","University of Arizona","1","0",2006,NA,NA
"282","104179","University of Arizona","1","0",2007,NA,NA
"283","104179","University of Arizona","1","0",2008,NA,NA
"284","104179","University of Arizona","1","0",2009,NA,NA
"285","104179","University of Arizona","1","0",2010,NA,NA
"286","105330","NORTHERN ARIZONA UNIVERSITY","1","0",1991,NA,NA
"287","105330","NORTHERN ARIZONA UNIVERSITY","1","0",1992,NA,NA
"288","105330","NORTHERN ARIZONA UNIVERSITY","1","0",1993,NA,NA
"289","105330","NORTHERN ARIZONA UNIVERSITY","1","0",1995,NA,NA
"290","105330","NORTHERN ARIZONA UNIVERSITY","1","0",1996,NA,NA
"291","105330","NORTHERN ARIZONA UNIVERSITY","1","0",1997,NA,NA
"292","105330","NORTHERN ARIZONA UNIVERSITY","1","0",1998,NA,NA
"293","105330","NORTHERN ARIZONA UNIVERSITY","1","0",1999,NA,NA
"294","105330","NORTHERN ARIZONA UNIVERSITY","1","0",2000,NA,NA
"295","105330","NORTHERN ARIZONA UNIVERSITY","1","0",2001,NA,NA
"296","105330","NORTHERN ARIZONA UNIVERSITY","1","0",2002,NA,NA
"297","105330","NORTHERN ARIZONA UNIVERSITY","1","0",2003,NA,NA
"298","105330","NORTHERN ARIZONA UNIVERSITY","1","0",2004,NA,NA
"299","105330","Northern Arizona University","1","0",2005,NA,NA
"300","105330","Northern Arizona University","1","0",2006,NA,NA
"301","105330","Northern Arizona University","1","0",2007,NA,NA
"302","105330","Northern Arizona University","1","0",2008,NA,NA
"303","105330","Northern Arizona University","1","0",2009,NA,NA
"304","105330","Northern Arizona University","1","0",2010,NA,NA
"305","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",1991,NA,NA
"306","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",1992,NA,NA
"307","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",1993,NA,NA
"308","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",1995,NA,NA
"309","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",1996,NA,NA
"310","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",1997,NA,NA
"311","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",1998,NA,NA
"312","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",1999,NA,NA
"313","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",2000,NA,NA
"314","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",2001,NA,NA
"315","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",2002,NA,NA
"316","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",2003,NA,NA
"317","106245","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","1","0",2004,NA,NA
"318","106245","University of Arkansas at Little Rock","1","0",2005,NA,NA
"319","106245","University of Arkansas at Little Rock","1","0",2006,NA,NA
"320","106245","University of Arkansas at Little Rock","1","0",2007,NA,NA
"321","106245","University of Arkansas at Little Rock","1","0",2008,NA,NA
"322","106245","University of Arkansas at Little Rock","1","0",2009,NA,NA
"323","106245","University of Arkansas at Little Rock","1","0",2010,NA,NA
"324","106342","ARKANSAS COLLEGE","1","0",1991,NA,NA
"325","106342","ARKANSAS COLLEGE","1","0",1992,NA,NA
"326","106342","ARKANSAS COLLEGE","1","0",1993,NA,NA
"327","106342","LYON COLLEGE","1","0",1995,NA,NA
"328","106342","LYON COLLEGE","1","0",1996,NA,NA
"329","106342","LYON COLLEGE","1","0",1997,NA,NA
"330","106342","LYON COLLEGE","1","0",1998,NA,NA
"331","106342","LYON COLLEGE","1","0",1999,NA,NA
"332","106342","LYON COLLEGE","1","0",2000,NA,NA
"333","106342","LYON COLLEGE","1","0",2001,NA,NA
"334","106342","LYON COLLEGE","1","0",2002,NA,NA
"335","106342","LYON COLLEGE","1","0",2003,NA,NA
"336","106342","LYON COLLEGE","1","0",2004,NA,NA
"337","106342","Lyon College","1","0",2005,NA,NA
"338","106342","Lyon College","1","0",2006,NA,NA
"339","106342","Lyon College","1","0",2007,NA,NA
"340","106342","Lyon College","1","0",2008,NA,NA
"341","106342","Lyon College","1","0",2009,NA,NA
"342","106342","Lyon College","1","0",2010,NA,NA
"343","106397","UNIVERSITY OF ARKANSAS-FAYETTEVILLE","1","0",1991,NA,NA
"344","106397","UNIVERSITY OF ARKANSAS-FAYETTEVILLE","1","0",1992,NA,NA
"345","106397","UNIVERSITY OF ARKANSAS AT FAYETTEVILLE","1","0",1993,NA,NA
"346","106397","UNIVERSITY OF ARKANSAS AT FAYETTEVILLE","1","0",1995,NA,NA
"347","106397","UNIVERSITY OF ARKANSAS AT FAYETTEVILLE","1","0",1996,NA,NA
"348","106397","UNIVERSITY OF ARKANSAS AT FAYETTEVILLE","1","0",1997,NA,NA
"349","106397","UNIVERSITY OF ARKANSAS AT FAYETTEVILLE","1","0",1998,NA,NA
"350","106397","UNIVERSITY OF ARKANSAS AT FAYETTEVILLE","1","0",1999,NA,NA
"351","106397","UNIVERSITY OF ARKANSAS MAIN CAMPUS","1","0",2000,NA,NA
"352","106397","UNIVERSITY OF ARKANSAS MAIN CAMPUS","1","0",2001,NA,NA
"353","106397","UNIVERSITY OF ARKANSAS MAIN CAMPUS","1","0",2002,NA,NA
"354","106397","UNIVERSITY OF ARKANSAS MAIN CAMPUS","1","0",2003,NA,NA
"355","106397","UNIVERSITY OF ARKANSAS MAIN CAMPUS","1","0",2004,NA,NA
"356","106397","University of Arkansas Main Campus","1","0",2005,NA,NA
"357","106397","University of Arkansas Main Campus","1","0",2006,NA,NA
"358","106397","University of Arkansas Main Campus","1","0",2007,NA,NA
"359","106397","University of Arkansas Main Campus","1","0",2008,NA,NA
"360","106397","University of Arkansas","1","0",2009,NA,NA
"361","106397","University of Arkansas","1","0",2010,NA,NA
"362","106412","UNIVERSITY OF ARKANSAS-PINE BLUFF","1","0",1991,NA,NA
"363","106412","UNIVERSITY OF ARKANSAS-PINE BLUFF","1","0",1992,NA,NA
"364","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",1993,NA,NA
"365","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",1995,NA,NA
"366","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",1996,NA,NA
"367","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",1997,NA,NA
"368","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",1998,NA,NA
"369","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",1999,NA,NA
"370","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",2000,NA,NA
"371","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",2001,NA,NA
"372","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",2002,NA,NA
"373","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",2003,NA,NA
"374","106412","UNIVERSITY OF ARKANSAS AT PINE BLUFF","1","0",2004,NA,NA
"375","106412","University of Arkansas at Pine Bluff","1","0",2005,NA,NA
"376","106412","University of Arkansas at Pine Bluff","1","0",2006,NA,NA
"377","106412","University of Arkansas at Pine Bluff","1","0",2007,NA,NA
"378","106412","University of Arkansas at Pine Bluff","1","0",2008,NA,NA
"379","106412","University of Arkansas at Pine Bluff","1","0",2009,NA,NA
"380","106412","University of Arkansas at Pine Bluff","1","0",2010,NA,NA
"381","106458","ARKANSAS STATE UNIVERSITY MAIN CAMPUS","1","0",1991,NA,NA
"382","106458","ARKANSAS STATE UNIVERSITY MAIN CAMPUS","1","0",1992,NA,NA
"383","106458","ARKANSAS STATE UNIVERSITY-MAIN CAMPUS","1","0",1993,NA,NA
"384","106458","ARKANSAS STATE UNIVERSITY-MAIN CAMPUS","1","0",1995,NA,NA
"385","106458","ARKANSAS STATE UNIVERSITY-MAIN CAMPUS","1","0",1996,NA,NA
"386","106458","ARKANSAS STATE UNIVERSITY-MAIN CAMPUS","1","0",1997,NA,NA
"387","106458","ARKANSAS STATE UNIVERSITY-MAIN CAMPUS","1","0",1998,NA,NA
"388","106458","ARKANSAS STATE UNIVERSITY-MAIN CAMPUS","1","0",1999,NA,NA
